id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,cardType,isOwnGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2526548861.0,2.0,0.0,0.0,2899,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,,Vizela,Casa Pia AC,
2526548877.0,2.0,0.0,0.0,9509,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,,Vizela,Casa Pia AC,
2526733761.0,922.0,0.0,0.0,2899,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,,Vizela,Casa Pia AC,
2526733769.0,844.0,0.0,0.0,9509,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,,Vizela,Casa Pia AC,
2526474495.0,1.0,0.0,0.0,2899,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'JerseyNumber', 'PlayerPosition', 'InvolvedPlayers', 'TeamPlayerFormation', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,,Vizela,Casa Pia AC,
2526474907.0,1.0,0.0,0.0,9509,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'JerseyNumber', 'CaptainPlayerId', 'PlayerPosition', 'TeamPlayerFormation', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,,,Vizela,Casa Pia AC,
2526548985.0,3.0,0.0,0.0,9509,52.605000000000004,34.068000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndY', 'Zone', 'Angle', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,135347.0,32.76,33.932,,,,,,,,,,,,,False,Vizela,Casa Pia AC,-0.005571519999999998
2526549145.0,4.0,0.0,4.0,9509,30.66,33.79600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Zone', 'Length', 'Angle', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,120734.0,29.294999999999998,17.748,,,,,,,,,,,,,False,Vizela,Casa Pia AC,-0.0002191399999999996
2526549251.0,5.0,0.0,9.0,9509,31.395,12.852,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Chipped', 'PassEndY', 'StandingSave', 'Length', 'Longball', 'Angle', 'PassEndX']","[91, 120, 124, 128, 36, 38, 217, 218]",True,444765.0,75.39,11.628000000000002,,,,,,,,,,,,,True,Vizela,Casa Pia AC,
2526549389.0,3.0,0.0,11.0,2899,24.255000000000003,58.82000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'PassEndY', 'HeadPass', 'Zone']","[91, 117, 30, 139, 36, 37, 216, 218]",True,447246.0,36.75,63.51200000000001,,,,,,,,,,,16.0,Matheus Pereira,False,Vizela,Casa Pia AC,0.0018388500000000012
