playerId,recipient,pass_count,x,y,count,x_end,y_end,count_end,name,shirtNo,mid_x,mid_y,average_location,game_minutes
86730.0,137058.0,7.0,11.89695652173913,30.74226086956521,23.0,29.261129032258065,21.639225806451606,31.0,Marcelo Carné,31.0,20.579042776998598,26.19074333800841,False,0' - 45'
137058.0,86730.0,2.0,29.261129032258065,20.639225806451606,31.0,11.89695652173913,29.74226086956521,23.0,Zainadine Júnior,5.0,20.579042776998598,25.19074333800841,False,0' - 45'
86730.0,300848.0,6.0,11.89695652173913,30.74226086956521,23.0,32.1109090909091,43.2349090909091,33.0,Marcelo Carné,31.0,22.003932806324112,36.98858498023716,False,0' - 45'
300848.0,86730.0,5.0,32.1109090909091,42.2349090909091,33.0,11.89695652173913,29.74226086956521,23.0,Renê,15.0,22.003932806324112,35.98858498023716,False,0' - 45'
86730.0,329366.0,2.0,11.89695652173913,30.74226086956521,23.0,43.205555555555556,54.71614814814816,27.0,Marcelo Carné,31.0,27.55125603864734,42.72920450885668,False,0' - 45'
329366.0,86730.0,4.0,43.205555555555556,53.71614814814816,27.0,11.89695652173913,29.74226086956521,23.0,Vitor Costa,94.0,27.55125603864734,41.72920450885668,False,0' - 45'
86730.0,335707.0,3.0,11.89695652173913,30.24226086956521,23.0,47.66343749999999,32.869499999999995,32.0,Marcelo Carné,31.0,29.78019701086956,31.5558804347826,False,0' - 45'
86730.0,361988.0,2.0,11.89695652173913,30.24226086956521,23.0,73.15000000000002,21.238666666666667,6.0,Marcelo Carné,31.0,42.523478260869574,25.740463768115937,False,0' - 45'
86730.0,436558.0,2.0,11.89695652173913,30.24226086956521,23.0,45.77192307692308,36.08446153846155,26.0,Marcelo Carné,31.0,28.834439799331104,33.16336120401338,False,0' - 45'
101952.0,137058.0,6.0,50.25562500000001,6.860833333333333,24.0,29.261129032258065,21.639225806451606,31.0,Claudio Winck,2.0,39.75837701612904,14.250029569892469,False,0' - 45'
137058.0,101952.0,12.0,29.261129032258065,20.639225806451606,31.0,50.25562500000001,5.860833333333333,24.0,Zainadine Júnior,5.0,39.75837701612904,13.250029569892469,False,0' - 45'
101952.0,335707.0,7.0,50.75562500000001,6.360833333333333,24.0,48.16343749999999,32.869499999999995,32.0,Claudio Winck,2.0,49.45953125,19.615166666666664,False,0' - 45'
335707.0,101952.0,7.0,47.16343749999999,32.869499999999995,32.0,49.75562500000001,6.360833333333333,24.0,Bruno Xadas,23.0,48.45953125,19.615166666666664,False,0' - 45'
101952.0,361988.0,6.0,50.25562500000001,6.360833333333333,24.0,73.15000000000002,21.238666666666667,6.0,Claudio Winck,2.0,61.702812500000014,13.79975,False,0' - 45'
371582.0,101952.0,3.0,56.14875,32.1045,8.0,50.25562500000001,6.360833333333333,24.0,Pablo Moreno,9.0,53.20218750000001,19.232666666666667,False,0' - 45'
101952.0,436558.0,2.0,50.75562500000001,6.360833333333333,24.0,46.27192307692308,36.08446153846155,26.0,Claudio Winck,2.0,48.51377403846155,21.22264743589744,False,0' - 45'
436558.0,101952.0,2.0,45.27192307692308,36.08446153846155,26.0,49.75562500000001,6.360833333333333,24.0,Val,8.0,47.51377403846155,21.22264743589744,False,0' - 45'
329366.0,123359.0,2.0,43.205555555555556,54.21614814814816,27.0,65.88000000000001,40.74171428571429,7.0,Vitor Costa,94.0,54.542777777777786,47.47893121693122,False,0' - 45'
335707.0,123359.0,2.0,47.66343749999999,32.869499999999995,32.0,65.88000000000001,40.74171428571429,7.0,Bruno Xadas,23.0,56.771718750000005,36.80560714285714,False,0' - 45'
123359.0,361988.0,2.0,65.88000000000001,40.74171428571429,7.0,73.15000000000002,21.238666666666667,6.0,Stefano Beltrame,10.0,69.51500000000001,30.990190476190477,False,0' - 45'
123359.0,388653.0,2.0,65.88000000000001,40.74171428571429,7.0,50.757,51.8432,5.0,Stefano Beltrame,10.0,58.3185,46.292457142857145,False,0' - 45'
123359.0,436558.0,3.0,65.88000000000001,41.24171428571429,7.0,45.77192307692308,36.58446153846155,26.0,Stefano Beltrame,10.0,55.82596153846154,38.91308791208792,False,0' - 45'
436558.0,123359.0,2.0,45.77192307692308,35.58446153846155,26.0,65.88000000000001,40.24171428571429,7.0,Val,8.0,55.82596153846154,37.91308791208792,False,0' - 45'
137058.0,300848.0,9.0,29.761129032258065,21.139225806451606,31.0,32.6109090909091,42.7349090909091,33.0,Zainadine Júnior,5.0,31.18601906158358,31.937067448680352,False,0' - 45'
300848.0,137058.0,9.0,31.610909090909097,42.7349090909091,33.0,28.761129032258065,21.139225806451606,31.0,Renê,15.0,30.18601906158358,31.937067448680352,False,0' - 45'
137058.0,335707.0,4.0,29.261129032258065,21.639225806451606,31.0,47.66343749999999,33.369499999999995,32.0,Zainadine Júnior,5.0,38.46228326612903,27.5043629032258,False,0' - 45'
335707.0,137058.0,6.0,47.66343749999999,32.369499999999995,32.0,29.261129032258065,20.639225806451606,31.0,Bruno Xadas,23.0,38.46228326612903,26.5043629032258,False,0' - 45'
137058.0,436558.0,3.0,29.261129032258065,21.139225806451606,31.0,45.77192307692308,36.08446153846155,26.0,Zainadine Júnior,5.0,37.51652605459057,28.611843672456576,False,0' - 45'
300848.0,329366.0,9.0,32.6109090909091,42.7349090909091,33.0,43.705555555555556,54.21614814814816,27.0,Renê,15.0,38.158232323232326,48.47552861952863,False,0' - 45'
329366.0,300848.0,7.0,42.705555555555556,54.21614814814816,27.0,31.610909090909097,42.7349090909091,33.0,Vitor Costa,94.0,37.158232323232326,48.47552861952863,False,0' - 45'
